id,review_body,stars,language,lenght_review_body,review_body_clean,sentiment
19733,"Funciona bien, pero deja mucho agujero en el jardín",3,es,51,funciona bien pero deja mucho agujero en el jardín,neutro
19908,A los 2 meses ya no funciona la resistencia antimosquitos. La luz funciona perfectamente,2,es,88,a los meses ya no funciona la resistencia antimosquitos la luz funciona perfectamente,negativo
19926,"La mesa muy normalita , mucho más pequeña de lo esperado.",3,es,57,la mesa muy normalita mucho más pequeña de lo esperado,neutro
20244,No corresponde con la fotografía. En el paquete pone que solo es valido para la 140,1,es,83,no corresponde con la fotografía en el paquete pone que solo es valido para la,negativo
20584,Queda muy chula. El único problema es que una de las bombillas venía fundida.,4,es,77,queda muy chula el único problema es que una de las bombillas venía fundida,positivo
20784,"La tapa me llegó según lo previsto, en una funda de plástico transparente, encaja perfectamente en mi sony alpha 200 y la cuerda es suficientemente larga para poderla enganchar a la anilla de la correa. Es un poco más gorda que la original pero por el precio vale la pena.",4,es,272,la tapa me llegó según lo previsto en una funda de plástico transparente encaja perfectamente en mi sony alpha y la cuerda es suficientemente larga para poderla enganchar a la anilla de la correa es un poco más gorda que la original pero por el precio vale la pena,positivo
21220,El color y brillo asi como los modos de funciones son perfectos. El grosor es muy fino.. pero por lo demas perfecto. Viene con un mando para cambiar los modos de iluminación.,4,es,174,el color y brillo asi como los modos de funciones son perfectos el grosor es muy fino pero por lo demas perfecto viene con un mando para cambiar los modos de iluminación,positivo
21497,Tela ligera pero de mala calidad,3,es,32,tela ligera pero de mala calidad,neutro
21612,"Sólo funciona con sistema operativo Windows. Para Apple, sólo funciona con el móvil y es lento, incompleto y falta de opciones.",3,es,127,sólo funciona con sistema operativo windows para apple sólo funciona con el móvil y es lento incompleto y falta de opciones,neutro
21657,"Suave al tacto, y casi no necesita plancha. Las coderas de peor calidad",4,es,71,suave al tacto y casi no necesita plancha las coderas de peor calidad,positivo
21658,Son unas etiquetas excelentes: Producto sencillo y de buena calidad. Utilizo estas etiquetas para CDs y DVDs desde hace años.,4,es,125,son unas etiquetas excelentes producto sencillo y de buena calidad utilizo estas etiquetas para cds y dvds desde hace años,positivo
21773,La verdad que las hay por dos euros o tres parecidas.,2,es,53,la verdad que las hay por dos euros o tres parecidas,negativo
21890,"Muy practico , adecuado a lo exigido",5,es,36,muy practico adecuado a lo exigido,positivo
22701,"Tal y como esperaba, el coche es genial. Los colores son los que quería y todo parece estar en perfecto estado.",5,es,111,tal y como esperaba el coche es genial los colores son los que quería y todo parece estar en perfecto estado,positivo
23130,"Lo compré para mi sobrino y me dijo que funciona, no se que más os puedo decir.",3,es,79,lo compré para mi sobrino y me dijo que funciona no se que más os puedo decir,neutro
23143,"Facil de tomar. No precisa de agua para ello. Pondría el formato mas ancho y menos alargado, por lo demás genial",4,es,112,facil de tomar no precisa de agua para ello pondría el formato mas ancho y menos alargado por lo demás genial,positivo
23215,"Madera tan natural que viene incluso con resina, hay que limpiar, lijar y barnizar, y los tornillos para fijar las patas son demasiado cortos y se caen, aún así, una vez arreglado y puesto queda bonito",2,es,201,madera tan natural que viene incluso con resina hay que limpiar lijar y barnizar y los tornillos para fijar las patas son demasiado cortos y se caen aún así una vez arreglado y puesto queda bonito,negativo
23391,"El producto me llegó con un sobre de pompas de Amazon. La caja estaba muy usada, manoseada, rota , sucia y con marcas de que se habían pegado otras pegatinas en ella, como se puede ver en las fotos. Muy raro, para ser unas Ray Ban originales. Pero la mayor sorpresa es que dentro sólo estaba la funda, una toallita y las instrucciones. No estaban las gafas. Imagino que habrá sido un error, pero hubiese devuelto igualmente el producto por la mala calidad de la caja. He solicitado el reembolso conforme he recibido el paquete.",1,es,527,el producto me llegó con un sobre de pompas de amazon la caja estaba muy usada manoseada rota sucia y con marcas de que se habían pegado otras pegatinas en ella como se puede ver en las fotos muy raro para ser unas ray ban originales pero la mayor sorpresa es que dentro sólo estaba la funda una toallita y las instrucciones no estaban las gafas imagino que habrá sido un error pero hubiese devuelto igualmente el producto por la mala calidad de la caja he solicitado el reembolso conforme he recibido el paquete,negativo
23864,"Teníamos miedo de que no fuese exactamente para el Redmi 5A, pero sí lo es, se ajusta perfectamente y la pantalla táctil funciona perfectamente con la funda. La entrega ha sido antes de lo indicado por amazon.",4,es,209,teníamos miedo de que no fuese exactamente para el redmi a pero sí lo es se ajusta perfectamente y la pantalla táctil funciona perfectamente con la funda la entrega ha sido antes de lo indicado por amazon,positivo
23916,"Aunque la sensibilidad es buena después de un mes y diez días el cristal se ha roto sin dar ningún golpe, se empezó a rasgar sin más.. probaré el segundo cristal pero me parece que no se adapta a lo esperado, mi primera opinión fue buena pero me veo obligado a cambiarla",2,es,270,aunque la sensibilidad es buena después de un mes y diez días el cristal se ha roto sin dar ningún golpe se empezó a rasgar sin más probaré el segundo cristal pero me parece que no se adapta a lo esperado mi primera opinión fue buena pero me veo obligado a cambiarla,negativo
24274,Buena para lo que es aunque algo frágil para según que personas,4,es,63,buena para lo que es aunque algo frágil para según que personas,positivo
24345,"Pues eso, me parece que para el precio que tiene, el producto cumple perfectisimamente, no se puede pedir mucho más.",5,es,116,pues eso me parece que para el precio que tiene el producto cumple perfectisimamente no se puede pedir mucho más,positivo
24781,"Muy bien el ajuste y la posición del altavoz, pero un poco caro para ser un trozo de plástico.",4,es,94,muy bien el ajuste y la posición del altavoz pero un poco caro para ser un trozo de plástico,positivo
24979,"este producto está bien. de momento cumple con las espectativas realizadas, su precio es correcto. El envio no se realizó cuando tenia que ser y tuvimos que estar todo el dia en casa esoerando y no llegó hasta dos dias después",3,es,226,este producto está bien de momento cumple con las espectativas realizadas su precio es correcto el envio no se realizó cuando tenia que ser y tuvimos que estar todo el dia en casa esoerando y no llegó hasta dos dias después,neutro
25034,Lucen bien pero se han fundido en 9 meses.,2,es,42,lucen bien pero se han fundido en meses,negativo
25145,"Muy buen producto calidad precio, lo eh usado con muchos objetivos y los encaja muy bien queda bien colocados ^^ !",4,es,114,muy buen producto calidad precio lo eh usado con muchos objetivos y los encaja muy bien queda bien colocados,positivo
25561,Las medidas no se corresponden con las reales. Mi chihuahua de 2 kg no cabe dentro.,1,es,83,las medidas no se corresponden con las reales mi chihuahua de kg no cabe dentro,negativo
25728,"Falla a veces, aunque es igual al original",3,es,42,falla a veces aunque es igual al original,neutro
25760,"El producto perfecto como esperaba. Un diez para el repartidor. Profesional, amable y facilitando las entregas.",5,es,111,el producto perfecto como esperaba un diez para el repartidor profesional amable y facilitando las entregas,positivo
25762,"Todo perfecto. Envío, empaquetado, transporte....todo de 10. Una pena que ya esté descatalogado. El nuevo es igual, pero más caro y con un libro",5,es,144,todo perfecto envío empaquetado transportetodo de una pena que ya esté descatalogado el nuevo es igual pero más caro y con un libro,positivo
26196,"Producto comprado con una cuenta Prime para entregar al dia siguiente el 18, marcado fraudulentamente como entregado el 22 como es costumbre en Correos, entregado el 26. Y dicen que van a subir el Prime...",3,es,205,producto comprado con una cuenta prime para entregar al dia siguiente el marcado fraudulentamente como entregado el como es costumbre en correos entregado el y dicen que van a subir el prime,neutro
26443,"Tenía una plancha Rowenta desde hacía lo menos 12 años (o más) y ya tocaba cambiarla. Me decidí por este modelo para sustituirla debido a las opiniones tan positivas: no he podido acertar más en mi compra. Es una plancha ligera y cómoda de usar, plancha muchísimo mejor que la vieja que tenía de antes (pero diferencia abismal), tiene regulador de temperatura mediante una ruedecita y el botón útil para que se quede cerrada después de usarla. Yo tengo el pelo tirando a rizado y el planchado es impresionante, siempre y cuando te ayudes de un cepillo o peine de púas juntas para preparar el cabello al alisado. Por 22€ merece muchísimo la pena porque la relación calidad/precio es espectacular. Espero que me dure tanto como la otra.",5,es,734,tenía una plancha rowenta desde hacía lo menos años o más y ya tocaba cambiarla me decidí por este modelo para sustituirla debido a las opiniones tan positivas no he podido acertar más en mi compra es una plancha ligera y cómoda de usar plancha muchísimo mejor que la vieja que tenía de antes pero diferencia abismal tiene regulador de temperatura mediante una ruedecita y el botón útil para que se quede cerrada después de usarla yo tengo el pelo tirando a rizado y el planchado es impresionante siempre y cuando te ayudes de un cepillo o peine de púas juntas para preparar el cabello al alisado por merece muchísimo la pena porque la relación calidadprecio es espectacular espero que me dure tanto como la otra,positivo
